,Company.Name,Date,Group.1,Group.2,PR_AVG_Tone,PR_LM_Tone,PR_LIWC_Tone,PR_DIC_Tone,PR_H06_Tone,PR_H08_Tone,MA_AVG_Tone,MA_LM_Tone,MA_LIWC_Tone,MA_DIC_Tone,MA_H06_Tone,MA_H08_Tone
2376,COMPASS GROUP,27/03/2008,COMPASS GROUP,27/03/2008,0.925065951,0.951219512,0.875,0.913043478,0.924528302,0.961538462,0.778513406,0.623931624,0.762515262,0.851851852,0.829268293,0.825
3295,FIRST GROUP,27/03/2008,FIRST GROUP,27/03/2008,0.952938366,0.913043478,1,1,0.928571429,0.923076923,0.969185185,1,1,1,0.925925926,0.92
4720,KINGFISHER,27/03/2008,KINGFISHER,27/03/2008,0.372304689,0.308691931,0.754032258,0.237547893,0.288645691,0.272605672,0.290996636,0.044366074,0.475060729,0.504234002,0.198994522,0.232327855
5612,NORTHERN FOODS DEAD - 13/05/11,27/03/2008,NORTHERN FOODS DEAD - 13/05/11,27/03/2008,-0.030613027,0.388888889,0.908045977,0.55,-1,-1,0.312611446,-0.492307693,0.4375,0.254901961,0.681481482,0.681481482
6829,SALAMANDER ENERGY,27/03/2008,SALAMANDER ENERGY,27/03/2008,0.464288904,-0.053435115,0.69273743,0.259668508,0.712328767,0.710144928,0.438104321,0.076923077,0.595238095,0.555555556,0.487804878,0.475
8658,WOLFSON MICROELECTRONICS,27/03/2008,WOLFSON MICROELECTRONICS,27/03/2008,0.80952381,0.555555556,0.777777778,0.714285714,1,1,0.80952381,0.555555556,0.777777778,0.714285714,1,1
2579,DAIRY CREST,28/03/2008,DAIRY CREST,28/03/2008,0.667070715,0.384615385,0.796610169,0.853658537,0.666666667,0.633802817,0.272885108,-0.265740741,0.621446665,0.351540616,0.336917563,0.320261438
3103,ENTERPRISE INNS,28/03/2008,ENTERPRISE INNS,28/03/2008,0.296675788,0.076923077,0.515151515,0.2,0.391304348,0.3,0.296675788,0.076923077,0.515151515,0.2,0.391304348,0.3
7449,STHREE,28/03/2008,STHREE,28/03/2008,0.560633908,0.285714286,0.636363636,0.473684211,0.703703704,0.703703704,0.561709402,0.230769231,0.733333333,0.444444444,0.7,0.7
2003,CAIRN ENERGY,31/03/2008,CAIRN ENERGY,31/03/2008,0.252404891,-0.305936073,0.464203233,0.057471264,0.534090909,0.512195122,0.304358221,-0.154061625,0.456280193,0.043478261,0.597306397,0.578787879
4657,KENTZ CORPORATION,31/03/2008,KENTZ CORPORATION,31/03/2008,0.712427613,0.515151515,0.735159817,0.609375,0.853846154,0.848605578,0.880480564,0.794871795,0.859649123,0.9,0.926829268,0.921052632
7398,ST.IVES,31/03/2008,ST.IVES,31/03/2008,0.08327312,-0.183333333,0.398773006,-0.333333333,0.259259259,0.275,0.317102755,0.243243243,0.416666667,0.2,0.347826087,0.377777778
713,BABCOCK INTL.,01/04/2008,BABCOCK INTL.,01/04/2008,0.801346801,0.703703704,0.636363636,0.857142857,0.904761905,0.904761905,0.838383838,0.636363636,1,1,0.777777778,0.777777778
805,BARR (AG),01/04/2008,BARR (AG),01/04/2008,0.622155971,0.462365591,0.69874477,0.580838323,0.654545455,0.714285714,0.531561044,0.625,0.532467533,0.588235294,0.422924902,0.48917749
866,BATM ADVANCED COMMS.,01/04/2008,BATM ADVANCED COMMS.,01/04/2008,0.795555556,1,0.777777778,0.2,1,1,0.795555556,1,0.777777778,0.2,1,1
1766,BTG,02/04/2008,BTG,02/04/2008,0.686861374,0.515151515,0.8,0.529411765,0.794871795,0.794871795,0.700294495,0.529411765,0.804878049,0.588235294,0.789473684,0.789473684
6962,SEVERN TRENT,02/04/2008,SEVERN TRENT,02/04/2008,0.004102564,-0.333333333,0.4,-0.2,0.076923077,0.076923077,-0.062121212,-0.333333333,0.272727273,-0.25,0,0
7550,TATE & LYLE,02/04/2008,TATE & LYLE,02/04/2008,0.6,0,1,1,0.5,0.5,0.476711783,-0.044059011,0.692746289,0.290372671,0.725227964,0.719271004
1471,BRITISH AIRWAYS DEAD - EX.INTO 74190D,03/04/2008,BRITISH AIRWAYS DEAD - EX.INTO 74190D,03/04/2008,-0.137666545,-0.5,0.176470588,-0.733333333,0.130434783,0.238095238,-0.324867472,-0.611111111,0,-0.659090909,-0.2,-0.154135338
3807,HALFORDS GROUP,03/04/2008,HALFORDS GROUP,03/04/2008,0.485507382,0.230769231,0.666666667,0.454545455,0.555555556,0.52,0.462143445,0.012229437,0.664619694,0.525210084,0.546753247,0.561904762
5015,MARSTON'S,03/04/2008,MARSTON'S,03/04/2008,0.529644269,0.25,0.739130435,0.75,0.454545455,0.454545455,0.156924375,-0.500915751,0.330149154,0.471428572,0.247337093,0.236622807
5417,MOTHERCARE,03/04/2008,MOTHERCARE,03/04/2008,0.862822823,0.8,0.866666667,0.866666667,0.891891892,0.888888889,0.68640213,0.359722222,0.668831169,0.595021645,0.906521739,0.901913876
6056,PV CRYSTALOX SOLAR,03/04/2008,PV CRYSTALOX SOLAR,03/04/2008,0.278588021,0.182186235,0.551020408,0.085526316,0.292517007,0.281690141,0.790555271,0.545454545,0.777777778,0.80952381,0.913043478,0.906976744
6489,ROLLS-ROYCE HOLDINGS,03/04/2008,ROLLS-ROYCE HOLDINGS,03/04/2008,0.821877268,0.6875,0.796610169,0.869565217,0.878787879,0.876923077,0.799533799,0.333333333,0.846153846,0.818181818,1,1
7474,STV GROUP,03/04/2008,STV GROUP,03/04/2008,0.338066066,-0.043478261,0.518394649,0.175141243,0.523364486,0.516908213,0.282348221,0.1,0.416666667,0.178571429,0.365853659,0.350649351
3852,HAMPSON INDS. DEAD - 21/11/12,04/04/2008,HAMPSON INDS. DEAD - 21/11/12,04/04/2008,0.433405034,0.083333333,0.52,0.157894737,0.666666667,0.739130435,0.906493506,0.714285714,1,0.818181818,1,1
5143,MICHAEL PAGE INTL.,07/04/2008,MICHAEL PAGE INTL.,07/04/2008,0.491841346,0.238095238,0.4,0.034482759,0.894736842,0.891891892,0.045638611,-0.636363636,0.043478261,-0.333333333,0.529411765,0.625
5241,MITCHELLS & BUTLERS,09/04/2008,MITCHELLS & BUTLERS,09/04/2008,0.643192898,0.389830508,0.771428571,0.688888889,0.675675676,0.690140845,0.131259118,-0.345463565,0.208095447,0.023057644,0.356060606,0.414545455
6399,RIO TINTO,09/04/2008,RIO TINTO,09/04/2008,0.210571706,-0.732142857,0.965809468,0.427272728,0.236363637,0.155555556,-0.006349206,-0.333333333,0.222222222,-0.142857143,0.111111111,0.111111111
3890,HAYS,10/04/2008,HAYS,10/04/2008,0.716929107,0.583333333,0.615384615,0.829787234,0.766666667,0.789473684,0.744742377,0.37254902,0.88,0.875,0.800309598,0.79585327
5521,NESTOR HEALTHCARE DEAD - 03/02/11,10/04/2008,NESTOR HEALTHCARE DEAD - 03/02/11,10/04/2008,0.27355586,-0.105633803,0.583870968,0.211267606,0.341991342,0.336283186,0.596706084,0.304347826,0.773195876,0.388888889,0.762711864,0.754385965
5563,NEXT,10/04/2008,NEXT,10/04/2008,0.2,0,0,1,0,0,-0.008923125,-0.405405405,0.24,0,0.047619048,0.073170732
7760,THOMAS COOK GROUP,10/04/2008,THOMAS COOK GROUP,10/04/2008,0.160409452,-0.166666667,0.84375,0.575757576,-0.222222222,-0.228571429,0.676190476,0.666666667,0.714285714,0.666666667,0.666666667,0.666666667
8203,VEDANTA RESOURCES,10/04/2008,VEDANTA RESOURCES,10/04/2008,0.595925712,0.615384615,0.473684211,0.428571429,0.684210526,0.777777778,0.729468469,0.68,0.666666667,0.625,0.837837838,0.837837838
1977,CADBURY DEAD - 08/03/10,11/04/2008,CADBURY DEAD - 08/03/10,11/04/2008,0.659950887,0.485943775,0.782352941,0.573170732,0.72983871,0.728448276,0.247155456,-0.111111111,0.608695652,0.272727273,0.243243243,0.222222222
1822,BURBERRY GROUP,15/04/2008,BURBERRY GROUP,15/04/2008,0.619113301,0.466666667,0.724137931,0.555555556,0.666666667,0.682539683,0.094212454,-0.333333333,0.142857143,0.2,0.230769231,0.230769231
2166,CARPHONE WHSE.GP.,15/04/2008,CARPHONE WHSE.GP.,15/04/2008,0.709150666,0.393939394,0.671232877,0.818181818,0.824561404,0.837837838,0.400401994,0.054347826,0.433333334,0.211764706,0.635897436,0.666666667
2692,DEBENHAMS,15/04/2008,DEBENHAMS,15/04/2008,0.37148932,0.295774648,0.538461538,0.204968944,0.401574803,0.416666667,0.181922746,0.10617284,0.449816954,0.381520119,-0.018694434,-0.009201748
7164,SMITH & NEPHEW,15/04/2008,SMITH & NEPHEW,15/04/2008,0.72,1,0.6,0,1,1,0.752715852,0.724137931,0.5,0.621621622,0.962264151,0.955555556
7381,SSL INTERNATIONAL DEAD - 29/11/10,15/04/2008,SSL INTERNATIONAL DEAD - 29/11/10,15/04/2008,0.815555556,0.5,1,1,0.8,0.777777778,0.554901961,0.125,0.6,0.375,0.844444445,0.83006536
7705,TESCO,15/04/2008,TESCO,15/04/2008,0.85033368,0.70621469,0.900158479,0.810055866,0.918250951,0.916988417,0.473974035,0.130884829,0.497166155,0.483564093,0.603235986,0.655019114
618,ATKINS (WS),16/04/2008,ATKINS (WS),16/04/2008,0.764816522,0.454545455,0.931034483,0.529411765,0.909090909,1,0.645956649,0.57518797,0.76,0.511111112,0.633484163,0.75
3211,EXPERIAN,16/04/2008,EXPERIAN,16/04/2008,0.561773089,0.259259259,0.722222222,0.727272727,0.548387097,0.551724138,0.731177548,0.433333334,0.846153846,0.619047619,0.882352941,0.875
6669,SABMILLER,16/04/2008,SABMILLER,16/04/2008,0.763532172,0.6,0.684210526,0.727272727,0.891891892,0.914285714,0.593379765,0.196371868,0.449094203,0.729311927,0.799228834,0.792891991
7011,SHIRE,16/04/2008,SHIRE,16/04/2008,0.774545455,0.6,1,0.272727273,1,1,-0.011428571,-0.142857143,-0.285714286,-0.2,0.285714286,0.285714286
7706,TESCO,16/04/2008,TESCO,16/04/2008,0.8003663,0.5,0.692307692,1,0.904761905,0.904761905,0.282564103,0.066666667,0.5,-0.076923077,0.461538462,0.461538462
7608,TAYLOR WIMPEY,17/04/2008,TAYLOR WIMPEY,17/04/2008,-0.08866426,-0.470588236,0.152380952,-0.192307693,0.021739131,0.045454546,-0.113888889,-0.375,-0.083333333,-0.111111111,0,0
8513,WH SMITH,17/04/2008,WH SMITH,17/04/2008,0.550889473,0.464968153,0.760252366,0.382113821,0.567567568,0.579545455,0.696732196,0.857142857,0.590909091,0.644677661,0.697916667,0.693014706
5309,MORGAN ADVANCED MATERIAL,18/04/2008,MORGAN ADVANCED MATERIAL,18/04/2008,0.102517034,-0.377777778,0.263157895,0.045683314,0.291666667,0.289855072,0.843716303,0.8,0.84,0.703703704,0.939393939,0.935483871
573,ASTRAZENECA,21/04/2008,ASTRAZENECA,21/04/2008,0.131024656,-0.464480874,0.333333333,-0.013333333,0.404255319,0.395348837,0.037869085,-0.208154043,0.200515298,-0.316918768,0.269391661,0.244511278
6290,RENTOKIL INITIAL,21/04/2008,RENTOKIL INITIAL,21/04/2008,0.284763729,0.037037037,0.103448276,0.083333333,0.6,0.6,-0.375596073,-0.652173913,-0.225806452,-1,0,0
5281,MONEYSUPERMARKET COM GP.,22/04/2008,MONEYSUPERMARKET COM GP.,22/04/2008,0.458485162,-0.285714286,0.875,0.032608696,0.826086957,0.844444445,0.732449553,0.514285715,0.870445344,0.826388889,0.72556391,0.72556391
7707,TESCO,22/04/2008,TESCO,22/04/2008,0.059209057,-0.087438424,0.511904762,-0.368421053,0.12,0.12,0.099047619,-0.4,-0.333333333,-0.2,0.714285714,0.714285714
433,ARRIVA DEAD - 31/08/10,23/04/2008,ARRIVA DEAD - 31/08/10,23/04/2008,1,1,1,1,1,1,1,1,1,1,1,1
3602,GLAXOSMITHKLINE,23/04/2008,GLAXOSMITHKLINE,23/04/2008,0.407624505,0.03649635,0.712062257,0.384615385,0.447004608,0.457943925,0.09820551,-0.353482613,0.465246924,0.066584042,0.15387482,0.158804377
4234,IMPERIAL TOBACCO GP.,23/04/2008,IMPERIAL TOBACCO GP.,23/04/2008,0.413761544,-0.035460993,0.695652174,0.565217391,0.420634921,0.422764228,0.591343435,0.075,0.777777778,0.727272728,0.693333334,0.683333334
5282,MONEYSUPERMARKET COM GP.,23/04/2008,MONEYSUPERMARKET COM GP.,23/04/2008,0,0,1,1,-1,-1,0.476009141,0.015873016,0.511695906,0.486842106,0.692105263,0.673529412
574,ASTRAZENECA,24/04/2008,ASTRAZENECA,24/04/2008,0.095077364,-0.679365079,0.619839909,-0.378982129,0.450017416,0.463876706,-0.034722202,-0.284287753,0.473736814,-0.443101343,0.03940789,0.04063338
3603,GLAXOSMITHKLINE,24/04/2008,GLAXOSMITHKLINE,24/04/2008,0.146037698,-0.025641026,0.652173913,0.212121212,-0.071428571,-0.037037037,-0.031765873,-0.53097166,0.36477146,0.007025194,0.00201967,-0.001674029
6030,PUNCH TAVERNS,24/04/2008,PUNCH TAVERNS,24/04/2008,0.559635425,0.532467532,0.761904762,0.556962025,0.469135802,0.477707006,0.619278593,0.46835443,0.704347826,0.75,0.588785047,0.58490566
6166,RECKITT BENCKISER GROUP,24/04/2008,RECKITT BENCKISER GROUP,24/04/2008,0.821704138,0.454545455,0.862068966,0.875,0.959459459,0.957446809,0.880328407,0.80952381,0.830687831,0.851851852,0.954789272,0.954789272
7326,SPORTS DIRECT INTL.,24/04/2008,SPORTS DIRECT INTL.,24/04/2008,0.333333333,0.333333333,1,1,-0.333333333,-0.333333333,0.093333333,-0.2,0.8,0.666666667,-0.4,-0.4
8609,WILLIAM HILL,24/04/2008,WILLIAM HILL,24/04/2008,0.33431588,0.371428571,0.333333333,0.025641026,0.470588235,0.470588235,0.267721465,0.318627451,0.218390805,-0.057142857,0.429365963,0.429365963
2352,COLT GROUP,25/04/2008,COLT GROUP,25/04/2008,0.063813953,-0.2,0.279069767,0,0.12,0.12,0.615351282,0.542857143,0.693548387,0.533333334,0.653508772,0.653508772
3688,GO-AHEAD GROUP,25/04/2008,GO-AHEAD GROUP,25/04/2008,0.934447302,0.853658537,0.954545455,0.935483871,0.964912281,0.963636364,0.547483787,0.4,0.550691244,0.483333334,0.653508772,0.649885584
5739,PEARSON,25/04/2008,PEARSON,25/04/2008,0.331601732,0,0.885714286,0.242424242,0.257142857,0.272727273,0.55072901,0.230769231,0.333333333,0.647058824,0.777777778,0.764705882
7012,SHIRE,25/04/2008,SHIRE,25/04/2008,0.425653992,0.301724387,0.64057343,0.041891644,0.55036125,0.593719248,0.194250749,0.266666667,0.174825175,0.071428572,0.229166667,0.229166667
8036,ULTRA ELECTRONICS HDG.,25/04/2008,ULTRA ELECTRONICS HDG.,25/04/2008,0.511900242,-0.072916667,0.607142857,0.607352941,0.697142857,0.720779221,0.37736923,0.085714286,0.387096774,0.466666667,0.473684211,0.473684211
8789,WPP,25/04/2008,WPP,25/04/2008,0.708674657,0.404255319,0.709677419,0.72972973,0.831578947,0.868131868,0.330255335,-0.057142857,0.41447862,0.36124031,0.466350302,0.466350302
933,BERENDSEN,28/04/2008,BERENDSEN,28/04/2008,0.652873563,0.404761905,1,1,0.431034483,0.428571429,0.841904762,0.6,1,1,0.80952381,0.8
6400,RIO TINTO,28/04/2008,RIO TINTO,28/04/2008,0.204537313,-0.726190476,0.965712059,0.418181818,0.224242424,0.140740741,-0.000654161,-0.571428571,-0.037037037,0.090909091,0.257142857,0.257142857
7426,STAGECOACH GROUP,28/04/2008,STAGECOACH GROUP,28/04/2008,0.616041574,0.596153846,0.55,0.712121213,0.621318373,0.60061444,0.612518961,0.421052632,0.547619047,0.691666667,0.709259259,0.692997199
8565,WHITBREAD,28/04/2008,WHITBREAD,28/04/2008,0.501103265,0.207048458,0.605714286,0.430379747,0.628865979,0.633507853,0.569893924,0.362155389,0.694259259,0.43030303,0.68973607,0.673015873
273,ANGLO AMERICAN,29/04/2008,ANGLO AMERICAN,29/04/2008,0.317249711,-0.161290323,0.322916667,0.52,0.457003164,0.447619048,-0.172267246,-0.508333334,0.001277139,-0.202233251,-0.076023392,-0.076023392
395,ARM HOLDINGS,29/04/2008,ARM HOLDINGS,29/04/2008,0.365373463,-0.088795518,0.590140986,0.203174603,0.56302521,0.559322034,0.111111111,-0.111111111,0.142857143,-0.142857143,0.333333333,0.333333333
1296,BP,29/04/2008,BP,29/04/2008,0.259614298,-0.068626149,0.62700458,-0.041178821,0.383679851,0.397192029,0.267810145,-0.061670035,0.413072739,-0.163546065,0.574066346,0.57712774
1671,BROWN (N) GROUP,29/04/2008,BROWN (N) GROUP,29/04/2008,0.772709681,0.735849057,0.751111111,0.661764706,0.858823529,0.856,0.568166834,0.183908046,0.663636364,0.607407407,0.692941177,0.692941177
2103,CARPETRIGHT,29/04/2008,CARPETRIGHT,29/04/2008,0.473148148,0.111111111,0.384615385,0.625,0.62962963,0.615384615,0.35443654,0.093645485,0.356902357,0.595238095,0.376923077,0.349473684
6401,RIO TINTO,29/04/2008,RIO TINTO,29/04/2008,0.210571706,-0.732142857,0.965809468,0.427272728,0.236363637,0.155555556,0.337216117,-0.166666667,0.6,0.214285715,0.519230769,0.519230769
6558,ROYAL DUTCH SHELL A(LON),29/04/2008,ROYAL DUTCH SHELL A(LON),29/04/2008,0.379780437,-0.101673102,0.856630824,0.588932806,0.290909091,0.264102564,0.213893685,-0.105691984,0.308755025,-0.285386578,0.570558143,0.581233821
8469,WETHERSPOON (JD),29/04/2008,WETHERSPOON (JD),29/04/2008,0.522483092,0.391304348,0.75,0.777777778,0.333333333,0.36,0.383491798,0.008366013,0.641871555,0.736387123,0.269544708,0.261289588
986,BG GROUP,30/04/2008,BG GROUP,30/04/2008,0.301339455,-0.444444444,0.659192825,0.237113402,0.529411765,0.525423729,0.485158249,-0.272727273,0.68,0.333333333,0.851851852,0.833333333
1163,BODYCOTE,30/04/2008,BODYCOTE,30/04/2008,0.741942356,0.714285714,0.789473684,0.866666667,0.625,0.714285714,0.786666667,0.333333333,1,1,0.8,0.8
2498,CRODA INTERNATIONAL,30/04/2008,CRODA INTERNATIONAL,30/04/2008,0.585431493,-0.235294118,0.93939394,0.857142857,0.690476191,0.675438597,0.732745098,0.75,0.666666667,1,0.647058824,0.6
6559,ROYAL DUTCH SHELL A(LON),30/04/2008,ROYAL DUTCH SHELL A(LON),30/04/2008,0.2,1,1,-1,0,0,0.292518857,-0.205335981,0.367138238,-0.001328442,0.647924346,0.654196123
7588,TAYLOR NELSON SOFRES DEAD - T/O BY 926119,30/04/2008,TAYLOR NELSON SOFRES DEAD - T/O BY 926119,30/04/2008,-0.24,0,1,-0.2,-1,-1,0.59,-0.4,1,0.75,0.8,0.8
3534,GKN,01/05/2008,GKN,01/05/2008,0.59382477,0.131578948,0.913043479,1,0.462962963,0.461538462,0.738383838,0.5,0.555555556,1,0.818181818,0.818181818
4092,HOWDEN JOINERY GP.,01/05/2008,HOWDEN JOINERY GP.,01/05/2008,0.819047619,0.666666667,1,1,0.714285714,0.714285714,0.339689071,-0.133333333,0.488372093,0.307692308,0.535714286,0.5
5169,MICRO FOCUS INTL.,01/05/2008,MICRO FOCUS INTL.,01/05/2008,0.833939394,0.818181818,0.818181818,0.8,0.866666667,0.866666667,0.339689071,-0.133333333,0.488372093,0.307692308,0.535714286,0.5
5469,NATIONAL EXPRESS,01/05/2008,NATIONAL EXPRESS,01/05/2008,0.780834836,0.722222222,0.804878049,0.769230769,0.803921569,0.803921569,0.431056657,0.06969697,0.544186047,0.290209791,0.63452381,0.616666667
6337,REXAM,01/05/2008,REXAM,01/05/2008,0.831653171,0.727106227,0.903571429,0.947368421,0.79010989,0.79010989,0.881318681,0.692307692,1,1,0.857142857,0.857142857
7811,TOMKINS DEAD - 28/09/10,01/05/2008,TOMKINS DEAD - 28/09/10,01/05/2008,0.127714038,-0.027859238,0.538866931,0.292397661,-0.107142857,-0.057692308,-0.116666667,-0.75,0.5,-0.333333333,0,0
6291,RENTOKIL INITIAL,02/05/2008,RENTOKIL INITIAL,02/05/2008,0.385265038,0.165217391,0.419047619,0.289719626,0.524390244,0.527950311,0.077263715,-0.276284349,0.211013867,-0.025200535,0.240574284,0.236215309
1209,BOVIS HOMES GROUP,06/05/2008,BOVIS HOMES GROUP,06/05/2008,0.320870655,0.117647059,0.405405405,0.285714286,0.380952381,0.414634146,0.155734498,-0.261904762,0.376028203,0.422222222,0.12437811,0.117948718
2037,CAPITA,06/05/2008,CAPITA,06/05/2008,0.4,0,1,1,0,0,0.485382039,0.142857143,0.621621622,0.511111111,0.582089552,0.569230769
5923,PLAYTECH,06/05/2008,PLAYTECH,06/05/2008,0.894255921,1,0.916666667,0.652173913,0.951219512,0.951219512,0.589357686,0.171428572,0.644144145,0.555555556,0.791044776,0.784615385
6103,RANDGOLD RESOURCES,06/05/2008,RANDGOLD RESOURCES,06/05/2008,0.416052527,0.2,0.50877193,0.324840764,0.497630332,0.549019608,0.860606061,1,0.666666667,1,0.818181818,0.818181818
8790,WPP,06/05/2008,WPP,06/05/2008,0.4,0,1,1,0,0,0.485382039,0.142857143,0.621621622,0.511111111,0.582089552,0.569230769
8852,XSTRATA DEAD - 03/05/13,06/05/2008,XSTRATA DEAD - 03/05/13,06/05/2008,0.15948718,-0.014285715,0.58974359,0.714285715,-0.246153846,-0.246153846,0.22327213,0.071428571,0.090909091,0.333333333,0.310344828,0.310344828
750,BAE SYSTEMS,07/05/2008,BAE SYSTEMS,07/05/2008,0.423215732,-0.214285715,0.684210527,0,0.8,0.846153846,0.599812233,0.538461539,0.514041515,0.495601173,0.727272728,0.723684211
1531,BRITISH AMERICAN TOBACCO,07/05/2008,BRITISH AMERICAN TOBACCO,07/05/2008,0.92,1,1,0.6,1,1,0.343996822,0.019098884,0.471201814,0.203621092,0.511845148,0.514217172
2473,CRH,07/05/2008,CRH,07/05/2008,0.258056384,-0.125,0.678991597,0.375,0.180645162,0.180645162,0.205317791,-0.081922197,0.343055556,0.345238095,0.21010875,0.21010875
2949,EASYJET,07/05/2008,EASYJET,07/05/2008,0.195975763,-0.061011905,0.408640864,-0.140350877,0.383394384,0.38920635,0.0005315,-0.555821372,0.095368073,-0.702777778,0.582944289,0.582944289
4129,ICTL.HTLS.GP.,07/05/2008,ICTL.HTLS.GP.,07/05/2008,0.515331933,0.098039216,0.691489362,0.394736842,0.697478992,0.694915254,0.352073305,-0.061538462,0.582417583,0.455197133,0.393939394,0.390350877
4347,INTERNATIONAL POWER DEAD - 02/07/12,07/05/2008,INTERNATIONAL POWER DEAD - 02/07/12,07/05/2008,0.382240216,0.2,0.538461538,0.435897436,0.368421053,0.368421053,0.531666667,0.25,0.333333333,0.875,0.6,0.6
6135,RANK GROUP,07/05/2008,RANK GROUP,07/05/2008,0.29459134,-0.067567568,0.702702703,0.896551724,-0.011111111,-0.047619048,0.296941266,0.157894737,0.5,0.7,0.083333333,0.043478261
6311,RESTAURANT GROUP,07/05/2008,RESTAURANT GROUP,07/05/2008,0.618436041,-0.111111111,0.904761905,0.6,0.823529412,0.875,0.178431373,-0.5,0.285714286,0.058823529,0.523809524,0.523809524
8424,WEIR GROUP,07/05/2008,WEIR GROUP,07/05/2008,0.686666667,-0.166666667,1,0.6,1,1,0.751726674,0.692307692,0.768620269,0.784946237,0.757575758,0.755183413
8826,WSP GROUP DEAD - 02/08/12,07/05/2008,WSP GROUP DEAD - 02/08/12,07/05/2008,0.143636424,0,0.931034483,-0.059006211,-0.076923077,-0.076923077,0.849227513,1,0.851851852,0.714285714,0.84,0.84
2762,DIAGEO,08/05/2008,DIAGEO,08/05/2008,0.528484849,1,0.666666667,0.066666667,0.454545455,0.454545455,0.362301587,-0.5,0.625,0.380952381,0.652777778,0.652777778
4861,LONMIN,08/05/2008,LONMIN,08/05/2008,0.08,0,0.2,0.2,0,0,0.475938061,0.023809524,0.552380952,0.675324675,0.565840939,0.562334218
5564,NEXT,08/05/2008,NEXT,08/05/2008,-0.012121212,-0.272727273,0.545454545,0.066666667,-0.2,-0.2,-0.135396865,-0.517777778,0.186603625,0.248484849,-0.318618619,-0.275676403
6744,SAGE GROUP,08/05/2008,SAGE GROUP,08/05/2008,0.601027097,0.190140845,0.432721713,0.667310168,0.857819905,0.857142857,0.149572035,-0.524844721,-0.053221289,0.288648649,0.487012987,0.55026455
7095,SIGNET GROUP DEAD - EX.INTO 54060C,08/05/2008,SIGNET GROUP DEAD - EX.INTO 54060C,08/05/2008,0.10404268,-0.25,0.176470588,0.407407407,0.043478261,0.142857143,0.075724811,-0.221861472,0.4,0.4,-0.099757236,-0.099757236
7300,SPIRENT COMMUNICATIONS,08/05/2008,SPIRENT COMMUNICATIONS,08/05/2008,0.361517787,0.287878788,0.597254005,-0.01754386,0.47,0.47,0.320707071,0.25,0.444444444,0,0.454545455,0.454545455
7922,TRINITY MIRROR,08/05/2008,TRINITY MIRROR,08/05/2008,-0.148714526,-0.642857143,0.6875,0.257575758,-0.527272728,-0.518518519,-0.151890436,-0.664761905,0.194139194,0.090909091,-0.189869281,-0.189869281
8108,UNILEVER (UK),08/05/2008,UNILEVER (UK),08/05/2008,0.46096347,0.157142857,0.568181818,0.487603306,0.540669856,0.551219512,0.734009133,0.405723906,0.938166667,0.725465838,0.800750303,0.79993895
78,AGA RANGEMASTER GROUP,09/05/2008,AGA RANGEMASTER GROUP,09/05/2008,0.181929825,0,1,-0.223684211,0.066666667,0.066666667,0.024346405,-0.375,-0.058823529,0.111111111,0.222222222,0.222222222
1297,BP,09/05/2008,BP,09/05/2008,0.458705373,0.176470588,0.84,0.181818182,0.428571429,0.666666667,-0.230769231,-1,0.846153846,-1,0,0
3986,HMV GROUP DEAD - 17/01/13,09/05/2008,HMV GROUP DEAD - 17/01/13,09/05/2008,0.765897436,0.6,0.846153846,0.916666667,0.733333333,0.733333333,0.78491094,0.565719697,0.820512821,0.920568562,0.808876812,0.808876812
4014,HOCHSCHILD MINING,09/05/2008,HOCHSCHILD MINING,09/05/2008,0.44320911,-0.142857143,1,0.45,0.456521739,0.452380953,0.869130519,0.7,1,0.846153846,0.904761905,0.894736842
2218,CENTRICA,12/05/2008,CENTRICA,12/05/2008,0.519945317,0.25,0.538461538,0.714285714,0.567567568,0.529411765,-0.063751687,-0.866666667,-0.076923077,-0.076923077,0.368421053,0.333333333
1298,BP,13/05/2008,BP,13/05/2008,-0.470588235,-0.333333333,0.647058824,-0.666666667,-1,-1,0.77,0.6,0.75,0.5,1,1
3104,ENTERPRISE INNS,13/05/2008,ENTERPRISE INNS,13/05/2008,0.4957895,0.633802817,0.712765957,0.5,0.322033898,0.310344828,-0.117460318,-0.555555556,0.142857143,0.111111111,-0.142857143,-0.142857143
5973,PREMIER FOODS,13/05/2008,PREMIER FOODS,13/05/2008,0.778299007,0.705882353,0.72972973,0.789473684,0.837837838,0.828571429,0.514200614,0.178489703,0.266666667,0.364705883,0.88057041,0.88057041
6197,REDROW,13/05/2008,REDROW,13/05/2008,0.182179487,-0.230769231,0.375,0.5,0.133333333,0.133333333,-0.166790989,-0.680451128,0.098684211,-0.303571429,0.0256917,0.0256917
7708,TESCO,13/05/2008,TESCO,13/05/2008,0.2,0,0,1,0,0,0.632883456,0.555555556,0.764705882,0.571428571,0.636363636,0.636363636
8386,VT GROUP DEAD - 09/07/10,13/05/2008,VT GROUP DEAD - 09/07/10,13/05/2008,0.78437912,0.686379308,0.795742194,0.830154072,0.80877193,0.800848095,0.777777778,0.333333333,1,1,0.777777778,0.777777778
841,BARRATT DEVELOPMENTS,14/05/2008,BARRATT DEVELOPMENTS,14/05/2008,0.258768968,0.133333333,0.565217391,0.36,0.117647059,0.117647059,0.032063492,-0.011904762,0.333333334,-0.05,-0.055555556,-0.055555556
