"","Company.Name","Date","Group.1","Group.2","PR_AVG_Tone","PR_LM_Tone","PR_LIWC_Tone","PR_DIC_Tone","PR_H06_Tone","PR_H08_Tone","MA_AVG_Tone","MA_LM_Tone","MA_LIWC_Tone","MA_DIC_Tone","MA_H06_Tone","MA_H08_Tone"
"13","888 HOLDINGS","2009-11-10","888 HOLDINGS","2009-11-10",0.497159137,0.569230769,0.794871795,0.407407407,0.357142857,0.357142857,0.3792307692,0.25,0.8,1,-0.076923077,-0.076923077
"14","888 HOLDINGS","2010-03-23","888 HOLDINGS","2010-03-23",1,1,1,1,1,1,0.2649999998,0.5,0.625,0.333333333,-0.066666667,-0.066666667
"15","888 HOLDINGS","2010-04-28","888 HOLDINGS","2010-04-28",0.3267584304,0.294117647,0.76744186,0.230769231,0.170731707,0.170731707,-0.2073659674,-0.230769231,0.090909091,-0.2,-0.363636364,-0.333333333
"16","888 HOLDINGS","2011-11-01","888 HOLDINGS","2011-11-01",0.750934066,0.714285714,0.8,0.625,0.807692308,0.807692308,0.4853425561,0.5,0.570652174,0.3333333335,0.5113636365,0.5113636365
"17","888 HOLDINGS","2011-12-19","888 HOLDINGS","2011-12-19",0.60981241,1,0.636363636,0.555555556,0.428571429,0.428571429,0.1066666666,-0.6,0.733333333,0,0.2,0.2
"18","888 HOLDINGS","2012-03-27","888 HOLDINGS","2012-03-27",0.4361804002,0.26286509,0.634743875,0.372972973,0.461748634,0.448571429,0.70423204245,0.3839285715,0.85714285725,0.6490384615,0.8201357465,0.8109145755
"19","888 HOLDINGS","2012-07-12","888 HOLDINGS","2012-07-12",0.8139393938,0.6,0.833333333,1,0.818181818,0.818181818,0.5864105338,0.321969697,0.74861111125,0.51190476175,0.6747835495,0.6747835495
"20","888 HOLDINGS","2012-08-29","888 HOLDINGS","2012-08-29",0.73604821,0.544827586,0.8307086615,0.652892562,0.823529412,0.8282828285,0.7903030302,0.5,0.818181818,1,0.833333333,0.8
"21","ABBOT GROUP DEAD - 07/03/08","2001-08-31","ABBOT GROUP DEAD - 07/03/08","2001-08-31",0.6618717864,0.225,0.837837838,0.6976744185,0.776119403,0.7727272725,0.76,1,0.8,0.5,0.75,0.75
"22","ABBOT GROUP DEAD - 07/03/08","2003-12-22","ABBOT GROUP DEAD - 07/03/08","2003-12-22",0.672225703,0.571428571,0.6875,0.684210526,0.714285714,0.703703704,-0.4126373626,-0.428571429,0,-0.25,-0.692307692,-0.692307692
"23","ABBOT GROUP DEAD - 07/03/08","2006-01-10","ABBOT GROUP DEAD - 07/03/08","2006-01-10",0.6585005696,0.466666667,0.793103448,0.8,0.621621622,0.611111111,0.6319344726,0.466666667,0.793103448,0.818181818,0.548387097,0.533333333
"24","ABBOT GROUP DEAD - 07/03/08","2006-05-24","ABBOT GROUP DEAD - 07/03/08","2006-05-24",1,1,1,1,1,1,0.9014705882,1,1,0.75,0.882352941,0.875
"25","ABBOT GROUP DEAD - 07/03/08","2006-09-07","ABBOT GROUP DEAD - 07/03/08","2006-09-07",0.5316867556,0.293233083,0.756521739,0.428571429,0.596774194,0.583333333,0.4807017546,0.111111111,0.789473684,0.555555556,0.473684211,0.473684211
"26","ABBOT GROUP DEAD - 07/03/08","2007-03-19","ABBOT GROUP DEAD - 07/03/08","2007-03-19",0.621632525,0.418719212,0.775811209,0.494252874,0.712062257,0.707317073,0.6031746032,0.5,0.777777778,0.5,0.619047619,0.619047619
"27","ABBOT GROUP DEAD - 07/03/08","2007-09-06","ABBOT GROUP DEAD - 07/03/08","2007-09-06",0.6314194116,0.340425532,0.794642857,0.620689655,0.698113208,0.703225806,0.3693810275,-0.35,0.721590909,0.4423076925,0.4970588235,0.5359477125
"28","ACAMBIS DEAD - 25/09/08","2001-11-29","ACAMBIS DEAD - 25/09/08","2001-11-29",0.4013333332,0.5,0.84,0,0.333333333,0.333333333,0.3042519181,0,0.452380952,-0.006302521,0.5208333335,0.554347826
"29","ACAMBIS DEAD - 25/09/08","2002-03-12","ACAMBIS DEAD - 25/09/08","2002-03-12",0.1520401732,-0.185840708,0.333333333,-0.047619048,0.344537815,0.315789474,0.1666666666,0,0.333333333,0,0.25,0.25
"30","ACAMBIS DEAD - 25/09/08","2003-03-11","ACAMBIS DEAD - 25/09/08","2003-03-11",0.249758335933333,-0.273310852,0.611533223666667,0.32914659,0.288240899666667,0.293181818333333,0.2821428572,0,0.125,-0.714285714,1,1
"31","ACAMBIS DEAD - 25/09/08","2004-11-23","ACAMBIS DEAD - 25/09/08","2004-11-23",-0.0189466781,-0.353699466,0.356725146,-0.1322508395,0.011235955,0.023255814,0.2703172072,-0.090909091,0.703703704,0.368421053,0.185185185,0.185185185
"32","ACAMBIS DEAD - 25/09/08","2006-09-13","ACAMBIS DEAD - 25/09/08","2006-09-13",0.2046193518,-0.278106509,0.41509434,0.153846154,0.372262774,0.36,0.387222222,0.2,0.625,0.222222222,0.444444444,0.444444444
"33","ACAMBIS DEAD - 25/09/08","2006-11-07","ACAMBIS DEAD - 25/09/08","2006-11-07",0.3833541983,0.1011904765,0.5186363635,0.3015873015,0.4872881355,0.5080687145,0.4327020107,-0.0639269405,0.7455882355,0.2755555555,0.6049107145,0.6013824885
"34","ADVANCED MED.SLTN.GP.","2003-03-25","ADVANCED MED.SLTN.GP.","2003-03-25",0.422320357,0.161290323,0.452991453,0.135135135,0.685714286,0.676470588,0.3710344828,0,0.4,0.133333333,0.666666667,0.655172414
"35","ADVANCED MED.SLTN.GP.","2005-03-16","ADVANCED MED.SLTN.GP.","2005-03-16",0.3954353,-0.042253521,0.469879518,0.2,0.677419355,0.672131148,0.5492424244,0.111111111,0.555555556,0.454545455,0.8125,0.8125
"36","ADVANCED MED.SLTN.GP.","2005-09-06","ADVANCED MED.SLTN.GP.","2005-09-06",0.3958137128,0.029126214,0.495798319,0.189873418,0.636363636,0.627906977,0.5535283832,0.176470588,0.636363636,0.5625,0.7,0.692307692
"37","ADVANCED MED.SLTN.GP.","2010-09-08","ADVANCED MED.SLTN.GP.","2010-09-08",0.4528000632,0.266666667,0.529780564,0.322404372,0.570680628,0.574468085,0.276923077,0,0.384615385,-1,1,1
"38","ADVANCED MED.SLTN.GP.","2012-03-07","ADVANCED MED.SLTN.GP.","2012-03-07",0.5533420228,0.416666667,0.73993808,0.379310345,0.623318386,0.607476636,0.7612698412,0.6,1,0.777777778,0.714285714,0.714285714
"39","ADVANCED MED.SLTN.GP.","2012-12-13","ADVANCED MED.SLTN.GP.","2012-12-13",0.5038525182,0.481481481,0.6,0.655172414,0.391304348,0.391304348,0.5414379086,0.6,0.529411765,0.777777778,0.4,0.4
"40","AEGIS GROUP DEAD - 27/03/13","2000-03-07","AEGIS GROUP DEAD - 27/03/13","2000-03-07",0.7462220331,0.2846153845,0.891304348,0.770700637,0.8933333335,0.8911564625,0.7433333334,0.75,0.9,0.333333333,0.866666667,0.866666667
"41","AEGIS GROUP DEAD - 27/03/13","2000-09-12","AEGIS GROUP DEAD - 27/03/13","2000-09-12",0.581315756733333,0.125912028333333,0.834109558666667,0.525641025666667,0.714053426,0.706862745,0.9155555556,0.777777778,1,0.8,1,1
"42","AEGIS GROUP DEAD - 27/03/13","2002-03-12","AEGIS GROUP DEAD - 27/03/13","2002-03-12",0.496371707066667,0.073939394,0.660317460333333,0.333333333333333,0.711207630666667,0.703060717,0.1563076924,-0.2,0.461538462,-0.2,0.36,0.36
"43","AEGIS GROUP DEAD - 27/03/13","2002-09-10","AEGIS GROUP DEAD - 27/03/13","2002-09-10",0.1468692852,-0.159722222,0.4591836735,-0.04984326,0.25,0.2347282345,0.3399321266,0.058823529,0.647058824,0.692307692,0.176470588,0.125
"44","AEGIS GROUP DEAD - 27/03/13","2004-01-05","AEGIS GROUP DEAD - 27/03/13","2004-01-05",0.771698752,0.764705882,0.545454545,0.875,0.84,0.833333333,0.7686721066,0.777777778,0.523809524,0.882352941,0.833333333,0.826086957
"45","AEGIS GROUP DEAD - 27/03/13","2004-03-09","AEGIS GROUP DEAD - 27/03/13","2004-03-09",0.7238418758,0.5,0.744966443,0.613445378,0.876404494,0.884393064,0.5523766682,0.210526316,0.5,0.447368421,0.796296296,0.807692308
"46","AEGIS GROUP DEAD - 27/03/13","2004-12-22","AEGIS GROUP DEAD - 27/03/13","2004-12-22",0.9564705882,0.882352941,0.9,1,1,1,0.9564705882,0.882352941,0.9,1,1,1
"47","AEGIS GROUP DEAD - 27/03/13","2005-01-05","AEGIS GROUP DEAD - 27/03/13","2005-01-05",0.6634529072,0.285714286,0.811320755,0.620253165,0.801526718,0.798449612,0.6629248318,0.295774648,0.811320755,0.620253165,0.795275591,0.792
"48","AEGIS GROUP DEAD - 27/03/13","2005-03-08","AEGIS GROUP DEAD - 27/03/13","2005-03-08",0.6946111418,0.621301775,0.804878049,0.51552795,0.767634855,0.76371308,0.7122077922,0.428571429,0.6,0.818181818,0.857142857,0.857142857
"49","AEGIS GROUP DEAD - 27/03/13","2005-07-04","AEGIS GROUP DEAD - 27/03/13","2005-07-04",0.8666666666,0.333333333,1,1,1,1,0.6376269484,0.555555556,0.8,0.538461538,0.647058824,0.647058824
"50","AEGIS GROUP DEAD - 27/03/13","2005-09-06","AEGIS GROUP DEAD - 27/03/13","2005-09-06",0.4507376574,0.20952381,0.676222597,0.271477663,0.55234657,0.544117647,0.6931255998,0.125,0.733333333,0.846153846,0.882352941,0.878787879
"51","AEGIS GROUP DEAD - 27/03/13","2006-03-07","AEGIS GROUP DEAD - 27/03/13","2006-03-07",0.3919122834,0.051282051,0.668246445,0.236111111,0.501945525,0.501976285,0.7690646512,0.701388889,0.8035714285,0.7445652175,0.800925926,0.794871795
"52","AEGIS GROUP DEAD - 27/03/13","2006-06-14","AEGIS GROUP DEAD - 27/03/13","2006-06-14",0.6226086956,0,0.913043478,0.2,1,1,0.945899471,0.875,1,1,0.928571429,0.925925926
"53","AEGIS GROUP DEAD - 27/03/13","2006-12-20","AEGIS GROUP DEAD - 27/03/13","2006-12-20",0.98,1,0.9,1,1,1,0.8828593766,0.771428571333333,0.865090533666667,0.777777778,1,1
"54","AEGIS GROUP DEAD - 27/03/13","2007-03-15","AEGIS GROUP DEAD - 27/03/13","2007-03-15",0.5845137892,0.230046948,0.673563218,0.441624365,0.790262172,0.787072243,0.590247378533333,-0.105050505,0.620647419333333,0.475806451666667,0.98015873,0.979674796666667
"55","AEGIS GROUP DEAD - 27/03/13","2007-06-29","AEGIS GROUP DEAD - 27/03/13","2007-06-29",1,1,1,1,1,1,0.8538471178,0.575,1,1,0.8471177945,0.8471177945
"56","AEGIS GROUP DEAD - 27/03/13","2007-09-06","AEGIS GROUP DEAD - 27/03/13","2007-09-06",0.58886636,0.287804878,0.642105263,0.446428571,0.784860558,0.78313253,0.4949032469,0.03571428575,0.8376623375,0.5902713775,0.50787545775,0.502992776
"57","AEGIS GROUP DEAD - 27/03/13","2007-12-19","AEGIS GROUP DEAD - 27/03/13","2007-12-19",1,1,1,1,1,1,1,1,1,1,1,1
"58","AEGIS GROUP DEAD - 27/03/13","2009-03-19","AEGIS GROUP DEAD - 27/03/13","2009-03-19",0.450423604,0.219354839,0.547169811,0.339805825,0.571428571,0.574358974,0.3255411254,-0.285714286,0.4848484845,0.6666666665,0.380952381,0.380952381
"59","AEGIS GROUP DEAD - 27/03/13","2009-08-28","AEGIS GROUP DEAD - 27/03/13","2009-08-28",0.1510170198,-0.06122449,0.457735247,0.073619632,0.140540541,0.144414169,0.0765384616,-0.2,0.4,-0.125,0.153846154,0.153846154
"60","AEGIS GROUP DEAD - 27/03/13","2010-03-18","AEGIS GROUP DEAD - 27/03/13","2010-03-18",0.3100545118,0.161731207,0.595744681,0.289537713,0.250922509,0.252336449,0.2759393664,0.013729977,0.6387959865,0.4666666665,0.130252101,0.130252101
"61","AEGIS GROUP DEAD - 27/03/13","2010-07-29","AEGIS GROUP DEAD - 27/03/13","2010-07-29",0.396312032,-0.123595506,0.842424242,0.181818182,0.546666667,0.534246575,0.733201822266667,0.486461251333333,0.798941799333333,0.653333333333333,0.863636363666667,0.863636363666667
"62","AEGIS GROUP DEAD - 27/03/13","2010-08-27","AEGIS GROUP DEAD - 27/03/13","2010-08-27",0.518244893,0.33007335,0.603485839,0.351129363,0.649819495,0.656716418,0.8403174603,0.5238095235,0.9444444445,0.8333333335,0.95,0.95
"63","AEGIS GROUP DEAD - 27/03/13","2011-08-25","AEGIS GROUP DEAD - 27/03/13","2011-08-25",0.4470276634,0.309823678,0.545657016,0.284768212,0.540186916,0.554702495,0.628971029,0.142857143,0.619047619,0.846153846,0.727272727,0.80952381
"64","AEGIS GROUP DEAD - 27/03/13","2012-03-15","AEGIS GROUP DEAD - 27/03/13","2012-03-15",0.4155242054,0.197007481,0.546875,0.239179954,0.547169811,0.547388781,0.9,0.5,1,1,1,1
"65","AEGIS GROUP DEAD - 27/03/13","2012-08-23","AEGIS GROUP DEAD - 27/03/13","2012-08-23",0.2008403488,-0.0625,0.441340782,0.091397849,0.264957265,0.269005848,0.9326086956,0.75,0.913043478,1,1,1
"66","AFREN","2011-05-19","AFREN","2011-05-19",0.2111786802,-0.368421053,0.310861423,-0.047619048,0.587301587,0.573770492,0.4412698412,0.5,0.166666667,0.111111111,0.714285714,0.714285714
"67","AFREN","2012-03-27","AFREN","2012-03-27",0.4560604846,0.179039301,0.545286506,0.21630094,0.675675676,0.664,0.835428231933333,0.642857143,1,0.866666666666667,0.835294117666667,0.832323232333333
"68","AFREN","2012-05-15","AFREN","2012-05-15",0.2428377884,-0.369127517,0.385620915,-0.060240964,0.650793651,0.607142857,0.6761904762,-0.333333333,0.714285714,1,1,1
"69","AFREN","2012-08-21","AFREN","2012-08-21",0.2792598836,-0.134146341,0.484240688,0.12037037,0.46031746,0.465517241,0.6866666666,0,0.833333333,0.6,1,1
"70","AFRICAN BARRICK GOLD","2012-04-19","AFRICAN BARRICK GOLD","2012-04-19",0.1033336032,-0.078947368,-0.00729927,0.185185185,0.207729469,0.21,0.3071428572,-0.25,0.5,1,0.142857143,0.142857143
"71","AFRICAN BARRICK GOLD","2012-07-23","AFRICAN BARRICK GOLD","2012-07-23",0.1647548648,-0.131195335,0.23539823,0.194029851,0.251798561,0.273743017,0.0947023493333333,-0.318903318666667,0.240641711333333,0.214285714333333,0.148597299666667,0.18889034
"72","AGA RANGEMASTER GROUP","2004-07-06","AGA RANGEMASTER GROUP","2004-07-06",0.7497625136,0.652173913,0.785714286,0.882352941,0.714285714,0.714285714,0.786210848,0.727272727,0.75,0.882352941,0.785714286,0.785714286
"73","AGA RANGEMASTER GROUP","2005-03-18","AGA RANGEMASTER GROUP","2005-03-18",0.6644314518,0.525423729,0.814814815,0.612244898,0.686746988,0.682926829,0.7675816996,0.555555556,0.882352941,0.666666667,0.866666667,0.866666667
"74","AGA RANGEMASTER GROUP","2005-07-07","AGA RANGEMASTER GROUP","2005-07-07",0.6614550264,0.375,0.714285714,0.8,0.714285714,0.703703704,0.6458201058,0.333333333,0.7,0.777777778,0.714285714,0.703703704
"75","AGA RANGEMASTER GROUP","2006-01-16","AGA RANGEMASTER GROUP","2006-01-16",0.7273109242,0.5,0.75,0.857142857,0.764705882,0.764705882,0.7273109242,0.5,0.75,0.857142857,0.764705882,0.764705882
"76","AGA RANGEMASTER GROUP","2006-07-07","AGA RANGEMASTER GROUP","2006-07-07",0.7347012986,0.636363636,0.68,0.857142857,0.75,0.75,0.5341384864,0.222222222,0.62962963,0.5,0.666666667,0.652173913
"77","AGA RANGEMASTER GROUP","2007-01-15","AGA RANGEMASTER GROUP","2007-01-15",0.8482687487,0.8178053835,0.8516483515,0.8221343875,0.8748778105,0.8748778105,0.3428508691,0.246376812,0.564935065,0.1352657005,0.383838384,0.383838384
"78","AGA RANGEMASTER GROUP","2008-05-09","AGA RANGEMASTER GROUP","2008-05-09",0.1819298245,0,1,-0.2236842105,0.0666666665,0.0666666665,0.0243464052,-0.375,-0.058823529,0.111111111,0.222222222,0.222222222
"79","AGA RANGEMASTER GROUP","2008-08-29","AGA RANGEMASTER GROUP","2008-08-29",0.4389589066,-0.187755102,0.5833333335,0.4090909095,0.681034483,0.709090909,0.121038961,-0.285714286,0.4,0.090909091,0.2,0.2
"80","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2000-08-07","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2000-08-07",0.7853648743,0.311594203,0.911504425,0.7954545455,0.9493670885,0.9589041095,0.8247279386,0.7857142855,0.723076923,0.818181818,0.88,0.9166666665
"81","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2001-03-05","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2001-03-05",0.7095430875,0.1694915255,0.843023256,0.829787234,0.8548387095,0.8505747125,0.4885507246,0.2,0.826086957,0.75,0.333333333,0.333333333
"82","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2002-07-29","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2002-07-29",0.5385135348,0.217391304,0.736434109,0.322580645,0.688888889,0.727272727,0.3671138796,0.2929061785,0.5384615385,0.28342246,0.3603896105,0.3603896105
"83","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2003-06-16","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2003-06-16",0.5340436918,0.333333333,0.612903226,0.647058824,0.538461538,0.538461538,0.3244916005,0.011904762,0.577586207,0.3949579835,0.319004525,0.319004525
"84","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2003-07-28","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2003-07-28",0.6454823344,0.441860465,0.803571429,0.541666667,0.726027397,0.714285714,0.302570783666667,0.280982906,0.77220231,-0.104231166,0.260869565333333,0.303030303
"85","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2003-12-15","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2003-12-15",0.7016052376,0.551020408,0.764705882,0.714285714,0.744680851,0.733333333,0.7044317222,0.591836735,0.76,0.692307692,0.744680851,0.733333333
"86","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2004-03-01","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2004-03-01",0.5259049074,0.252336449,0.720930233,0.532467532,0.5625,0.561290323,0.0932200264,-0.4666666665,0.419130435,-0.2363636365,0.3529411765,0.3970588235
"87","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2004-06-14","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2004-06-14",0.5965868948,0.384615385,0.75,0.384615385,0.703703704,0.76,0.603111851,0.407407407,0.727272727,0.428571429,0.692307692,0.76
"88","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2004-07-26","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2004-07-26",0.5992973756,0.461538462,0.813953488,0.619047619,0.555555556,0.546391753,0.5668742296,0.1055555555,0.586206897,0.5426086955,0.8,0.8
"89","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2004-12-13","AGGREGATE INDUSTRIES DEAD - T/O BY 14630H","2004-12-13",0.687109925,0.470588235,0.714285714,0.875,0.7,0.675675676,0.300199495733333,0.077540107,0.480848861333333,0.143589743666667,0.400483968333333,0.398534798333333
"90","AGGREKO","2000-02-23","AGGREKO","2000-02-23",0.5303441028,0.140868141,0.807876775666667,0.408722741333333,0.648582855,0.645670001,0.8228571428,0.4,1,0.714285714,1,1
"91","AGGREKO","2001-08-22","AGGREKO","2001-08-22",0.7234928511,0.226190476,0.8705882355,0.7636363635,0.88,0.8770491805,0.6357142856,0,0.714285714,0.75,0.857142857,0.857142857
"92","AGGREKO","2002-06-24","AGGREKO","2002-06-24",0.2159391124,-0.375,0.368421053,0.733333333,0.176470588,0.176470588,0.1722850678,-0.375,0.294117647,0.692307692,0.125,0.125
"93","AGGREKO","2002-08-21","AGGREKO","2002-08-21",0.405805287,0.256637168,0.592039801,0.459459459,0.366459627,0.35443038,-0.0546609536,-0.342857143,0.2512077295,-0.0919117645,-0.044871795,-0.044871795
"94","AGGREKO","2003-02-27","AGGREKO","2003-02-27",0.3276283378,-0.136021318666667,0.713930348333333,-0.0449101796666667,0.554392088333333,0.550750750666667,0.1666666666,0.333333333,0.5,0,0,0
"95","AGGREKO","2003-06-18","AGGREKO","2003-06-18",0.2765837104,0.125,0.411764706,0.846153846,0,0,0.1734741076,0.058823529,0.230769231,0.777777778,-0.1,-0.1
"96","AGGREKO","2003-12-15","AGGREKO","2003-12-15",0.4945049878,0.3,0.47826087,0.625,0.545454545,0.523809524,0.0998799885,-0.139473684,0.2625,0.1978021975,0.0952380955,0.0833333335
"97","AGGREKO","2004-06-18","AGGREKO","2004-06-18",0.3076190478,-0.1,0.714285714,0.066666667,0.428571429,0.428571429,0.3006516292,0.0025062655,0.7,0.2142857145,0.293233083,0.293233083
"98","AGGREKO","2004-09-16","AGGREKO","2004-09-16",0.3214043198,0.211111111,0.673640167,0.343283582,0.190751445,0.188235294,0.4106060606,-0.090909091,0.727272727,0.166666667,0.625,0.625
"99","AGGREKO","2004-11-17","AGGREKO","2004-11-17",0.605959715,0.571428571,0.789473684,0.538461538,0.565217391,0.565217391,0.5438827838,0.538461538,0.733333333,0.4,0.523809524,0.523809524
"100","AGGREKO","2005-06-21","AGGREKO","2005-06-21",0.8544274568,0.857142857,0.846153846,0.916666667,0.826086957,0.826086957,0.844871071,0.857142857,0.826086957,0.904761905,0.818181818,0.818181818
"101","AGGREKO","2005-09-15","AGGREKO","2005-09-15",0.3433345196,0.123966942,0.596226415,0.28957529,0.354385965,0.352517986,0.3157894736,-0.3,0.5,-0.2,0.789473684,0.789473684
"102","AGGREKO","2005-11-15","AGGREKO","2005-11-15",0.6852380954,0.25,0.866666667,0.5,0.904761905,0.904761905,0.6742424244,0.25,0.866666667,0.454545455,0.9,0.9
"103","AGGREKO","2006-06-15","AGGREKO","2006-06-15",0.8068606282,0.6794871795,0.8944444445,0.665634675,0.9,0.894736842,0.8245214469,0.623931624,0.9444444445,0.823529412,0.8666666665,0.8640350875
"104","AGGREKO","2007-09-13","AGGREKO","2007-09-13",0.7110992354,0.507692308,0.838028169,0.714285714,0.741935484,0.753554502,0.7057387057,0.5,0.9444444445,0.846153846,0.619047619,0.619047619
"105","AGGREKO","2007-12-18","AGGREKO","2007-12-18",0.7624609266,0.5,0.777777778,0.882352941,0.826086957,0.826086957,0.7537681162,0.5,0.75,0.866666667,0.826086957,0.826086957
"106","AGGREKO","2008-06-23","AGGREKO","2008-06-23",0.9206353478,1,0.894736842,0.882352941,0.913043478,0.913043478,0.9193220046,1,0.8925339365,0.8845108695,0.9097826085,0.9097826085
"107","AGGREKO","2008-08-26","AGGREKO","2008-08-26",0.6791633168,0.540854701,0.7728352585,0.654446461,0.7079831935,0.71969697,0.7433370495,0.3055555555,0.796153846,0.888888889,0.8630434785,0.8630434785
"108","AGGREKO","2008-10-16","AGGREKO","2008-10-16",0.8575086364,1,1,0.714285714,0.789473684,0.783783784,0.7006277058,0.4333333335,0.909090909,0.7083333335,0.7261904765,0.7261904765
"109","AGGREKO","2008-12-12","AGGREKO","2008-12-12",0.6731650874,0.111111111,1,0.647058824,0.818181818,0.789473684,0.5355081521,-0.1437908495,0.735042735,0.577777778,0.761904762,0.746606335
"110","AGGREKO","2009-03-05","AGGREKO","2009-03-05",0.4646753488,0.2063530115,0.648494983,0.426330532,0.5214285715,0.520769646,0.5391199742,0.368794326,0.8615384615,0.6666666665,0.40037594,0.398224477
"111","AGGREKO","2009-06-23","AGGREKO","2009-06-23",0.3662608696,0,0.5,0.5,0.44,0.391304348,0.3328695652,0,0.5,0.5,0.36,0.304347826
"112","AGGREKO","2009-08-25","AGGREKO","2009-08-25",0.1910339696,-0.005988024,0.601092896,0.247311828,0.047619048,0.0651341,0.4868131866,-0.142857143,0.5,1,0.538461538,0.538461538
"113","AGGREKO","2009-10-15","AGGREKO","2009-10-15",-0.0732378962,0,-0.052631579,0.176470588,-0.259259259,-0.230769231,0.4820234938,0.538461538,0.655172414,0.230769231,0.5,0.485714286
"114","AGGREKO","2009-12-18","AGGREKO","2009-12-18",0.4834135472,0.375,0.6,0.636363636,0.411764706,0.393939394,0.3404761906,-0.5,0.666666667,0.285714286,0.625,0.625
"115","AGGREKO","2010-04-16","AGGREKO","2010-04-16",0.5316959066,0.333333333,0.6,0.777777778,0.473684211,0.473684211,0.0951351354,-0.333333333,0.675675676,0,0.066666667,0.066666667
"116","AGGREKO","2010-06-08","AGGREKO","2010-06-08",0.7181829934,0.636363636,0.727272727,0.923076923,0.657142857,0.647058824,0.6392679044,0.424242424,0.748948949333333,0.659259259333333,0.681944444666667,0.681944444666667
